"PO031715_24"	"GEO012315_21"	"NA021015_30"	"YS121316_30"	"JUK07_37.1"	"JB021108_07.1"	"JB021108_48.1"	"BOR07_22"	"GEO020414_9_300"
"X537"	-0.1154	-0.1429	-0.1111	NA	0	-0.0909	-0.0638	-0.027	-0.0909
"X5370"	0	0	0	NA	-0.0556	0	NA	-0.0303	0
"X5371"	-0.2889	-0.3061	-0.1111	0	-0.027	0.0625	-0.1628	-0.1429	-0.3103
"X5377"	NA	NA	NA	NA	0.6531	NA	NA	NA	NA
"X5378"	NA	NA	NA	0.6557	-0.2	0	-0.0417	-0.0769	0
"X5384"	NA	NA	NA	-0.0476	0	NA	-0.0213	NA	NA
"X5386"	-0.0331	-0.0756	-0.3043	-0.0046	0.3818	0.3067	-0.2255	0.1064	0.0286
"X5388"	0.4569	-0.0726	-0.037	0.2542	-0.0303	-0.102	-0.0952	0.6545	-0.1176
"X539"	-0.381	-0.3208	-0.2162	-0.144	0.0977	-0.2085	-0.3077	-0.5833	-0.2353
"X5392"	-0.3775	-0.1985	-0.0976	-0.3253	0.1064	0.1826	-0.0638	-0.3462	-0.223
"X5393"	NA	NA	NA	-0.0769	0	0	NA	0.4627	NA
"X5395"	-0.0545	-0.0164	0	-0.0244	-0.027	NA	NA	NA	0
"X5397"	NA	NA	NA	NA	0.6552	NA	NA	NA	NA
"X5398"	0	-0.0164	NA	NA	-0.0256	-0.0333	-0.0204	-0.05	0
"X5400"	-0.0741	-0.0323	-0.0345	-0.0244	-0.1176	-0.0333	0	-0.1053	-0.0244
"X5405"	-0.1154	-0.0508	-0.0714	-0.0526	-0.0857	-0.0526	-0.1429	-0.027	-0.027
"X5406"	-0.0175	-0.0323	0	NA	1	-0.037	-0.0417	-0.0244	0.4667
"X5408"	-0.0741	-0.1034	-0.0714	-0.1282	0.3437	-0.0877	-0.1111	-0.1351	-0.1111
"X541"	-0.16	-0.1399	-0.0714	-0.1892	0.6538	-0.1304	-0.1234	0.0221	0.3372
"X5410"	-0.0357	0.6593	NA	NA	NA	NA	0	NA	0
"X5415"	-0.234	-0.0508	0.2105	-0.05	0.088	0.4667	-0.2308	-0.027	0.6538
"X5424"	0	NA	-0.0345	0	NA	NA	NA	NA	0
"X5425"	-0.234	-0.0663	-0.1111	-0.1053	0.088	-0.1881	-0.5238	-0.1515	-0.3793
"X5427"	0.1018	-0.0847	0.3182	-0.0794	0.2195	-0.1364	0.1852	0.131	0.0769
"X5429"	-0.1154	-0.0847	0	-0.1053	0.1509	-0.0435	0.3407	-0.0256	-0.0667
"X5444"	-0.3872	-0.0766	-0.3043	0.0638	0.2432	0.3097	0.2182	-0.6154	-0.0312
"X5445"	0	NA	NA	NA	0.2453	0	0	NA	NA
"X5446"	NA	0	NA	NA	-0.0968	NA	NA	NA	NA
"X5449"	-0.08	-0.1273	-0.25	0.4699	0	0.479	0.4713	-0.0244	0.2453
"X5453"	0.0151	-0.1228	-0.1538	-0.0233	NA	-0.0182	-0.0213	NA	-0.027
"X5458"	-0.0588	NA	0	NA	NA	0	-0.0204	NA	0
"X5460"	0.0508	-0.2261	-0.2397	0.1064	0.3301	0.0825	0.0181	0.1589	-0.2022
"X5463"	-0.139	-0.2075	-0.25	-0.3548	0.1231	0.5192	0.2308	-0.2022	-0.125
"X5465"	NA	-0.0508	-0.1111	-0.05	NA	0	-0.2	-0.1176	-0.027
"X5475"	NA	NA	NA	NA	-0.0968	0	NA	-0.027	NA
"X5487"	0	0	0	-0.0526	0.6538	-0.0182	NA	-0.027	0
"X5489"	-0.0247	-0.2308	-0.1321	0.3437	-0.1111	-0.0909	-0.1089	-0.1429	0.1593
"X5490"	NA	NA	NA	NA	-0.0556	NA	NA	-0.0256	NA
"X5493"	0	NA	NA	0	-0.0256	NA	0	NA	1
"X5500"	NA	-0.1228	-0.1111	-0.05	0.1617	-0.0877	-0.1111	0.6557	-0.0811
"X5509"	-0.1281	-0.0541	-0.5	-0.1984	0.0795	0.1412	0.1071	0.083	0.2881
"X5510"	-0.0175	0	0	NA	0	NA	-0.0204	NA	-0.0244
"X5511"	-0.2609	0.2	-0.1538	0.3465	-0.1515	-0.0732	-0.0857	-0.2258	-0.1429
"X5514"	-0.0566	-0.0323	NA	-0.0732	NA	0	-0.0213	-0.0811	-0.125
"X5516"	NA	0	0	-0.0476	-0.1429	0	NA	0.25	NA
"X5525"	NA	NA	0	-0.0526	NA	NA	NA	0	NA
"X5527"	-0.0545	-0.0159	0	-0.1	-0.2667	-0.0877	-0.087	-0.0811	NA
"X5530"	-0.1373	0.1146	0	NA	-0.0811	-0.1111	-0.0417	-0.0526	-0.0811
"X5532"	-0.102	-0.0159	0	-0.0256	-0.0909	-0.0698	0	-0.0667	-0.1176
"X5534"	-0.1891	-0.0323	-0.5	-0.0233	0.587	-0.1563	0.4048	-0.1818	-0.156
"X5535"	0	-0.0175	NA	NA	-0.027	0	NA	NA	NA
"X5536"	0.1168	-0.3333	-0.3043	0.0359	0.0977	-0.1163	-0.0638	-0.1786	0.0656
"X5539"	-0.0247	0.0336	0	-0.0476	-0.1176	-0.1154	-0.1111	-0.0556	-0.0256
"X5544"	-0.1154	-0.1429	0	0.6562	-0.027	-0.0667	0.25	-0.0556	-0.0256
"X5546"	0.4343	-0.1034	1	-0.0244	-0.0968	0.2911	0.121	0.7248	0.1617
"X5547"	-0.0357	-0.0323	-0.2	-0.1579	-0.05	NA	-0.0417	-0.2353	0.6552
"X5548"	0.1512	-0.0323	0	NA	NA	-0.1071	-0.0417	NA	-0.0769
"X5549"	0.149	-0.3208	-0.0345	0.2326	0.2696	-0.12	-0.1115	-0.2264	-0.4483
"X5552"	-0.234	-0.0667	-0.0714	NA	-0.0244	-0.098	0.064	-0.0256	0.0455
"X5553"	NA	NA	NA	-0.0476	-0.0588	NA	NA	-0.1053	NA
"X5557"	NA	0	0	-0.0909	NA	NA	NA	NA	NA
"X5562"	-0.234	-0.1636	-0.1111	-0.1579	0.3333	0.2791	0.2647	-0.1053	-0.05
"X5563"	-0.1179	0.0229	-0.2195	0.0698	0.1509	-0.1309	-0.0833	0.0411	-0.0552
"X5567"	-0.3182	-0.3139	-0.05	0.1316	-0.1881	-0.2544	0.1047	0.0148	0.2696
"X5574"	-0.1373	-0.2549	-0.1111	-0.4426	-0.0896	-0.2157	-0.1707	0.0455	0.25
"X5578"	-0.4146	-0.3502	-0.2397	0.3275	0.1474	-0.08	0.0837	-0.0256	-0.2294
"X5582"	0	0.1073	-0.0345	-0.1429	0.0221	0.1429	-0.1515	-0.1724	0.5041
"X5584"	0.0151	-0.1429	0	0	NA	-0.0476	0.1667	0	0.1732
"X5586"	0	NA	NA	NA	0	-0.0357	NA	NA	NA
"X5594"	-0.4533	-0.1407	-0.3084	0.0357	-0.0329	0.1642	0.1864	0.4865	0.0255
"X5596"	-0.0247	-0.0146	-0.2	0.1852	0.2965	0.275	-0.15	-0.2667	0.1064
"X5597"	NA	0	-0.0345	NA	0.6545	NA	NA	NA	NA
"X5599"	-0.2763	-0.4691	-0.2162	-0.3125	-0.1881	-0.0508	-0.0638	-0.3265	0.2941
"X5601"	NA	NA	NA	NA	-0.05	-0.0189	0	NA	0
"X5603"	-0.139	-0.1327	-0.4286	0.0345	0.0221	-0.16	-0.0762	0.3131	-0.1724
"X5609"	0.1018	-0.0543	-0.12	-0.0233	0.6552	-0.1273	-0.1111	-0.0244	-0.1351
"X5611"	-0.3182	-0.1724	0.6104	0.1667	0	0.1406	0.04	-0.1765	0.0909
"X5614"	-0.1915	0.0663	-0.4286	0.3226	0.4627	0.0345	-0.1304	-0.0286	0.6211
"X5616"	0	NA	NA	NA	-0.0625	NA	NA	NA	NA
"X5621"	0.275	0.4783	-0.0345	-0.2655	0.3333	0.1064	0.3455	0.0406	-0.0843
"X5627"	NA	NA	NA	NA	-0.0811	NA	NA	0	NA
"X5630"	-0.0175	0	-0.0345	0	NA	NA	NA	0	0
"X5636"	-0.1373	-0.1636	-0.2	-0.0476	-0.1765	-0.1111	0.0204	-0.0244	0.1732
"X5638"	0.1512	-0.1852	0.2105	NA	NA	-0.1064	-0.2222	0	-0.1515
"X564"	-0.1837	-0.28	-0.1538	-0.0476	0.4648	-0.1273	-0.2195	-0.05	-0.2
"X5642"	-0.0357	-0.0492	0	-0.1053	-0.0769	0	-0.037	-0.0556	NA
"X5643"	-0.0247	-0.2549	-0.3636	-0.1667	0.6545	-0.1373	-0.2973	-0.2727	-0.1613
"X5644"	NA	NA	NA	NA	-0.0811	NA	NA	NA	NA
"X565"	-0.0741	-0.0877	-0.0714	-0.1111	-0.0811	-0.0256	-0.0323	-0.1176	-0.0811
"X5655"	NA	NA	0	NA	-0.0286	NA	NA	NA	NA
"X5657"	0.1139	-0.1327	-0.0345	-0.0661	0.2969	0.0944	0	-0.1429	-0.123
"X5658"	-0.3149	-0.0663	-0.3043	-0.1282	0.1667	0.1705	-0.2821	-0.1176	0
"X5667"	-0.0357	-0.0159	0	-0.0233	-0.0244	-0.0345	-0.0638	NA	0
"X5673"	NA	NA	0	-0.1282	-0.027	NA	-0.0213	0.1732	0
"X5676"	0.1643	-0.4222	-0.25	-0.1172	0.0909	0.0645	0.0847	-0.1617	0.1414
"X5680"	-0.1387	-0.2549	-0.3043	-0.0732	-0.3548	-0.2609	-0.3939	-0.1818	-0.0843
"X5683"	NA	NA	NA	NA	-0.0857	0	-0.0213	NA	NA
"X5684"	-0.1492	-0.3023	-0.3043	0.0043	0.1915	-0.1024	-0.3151	-0.1168	-0.1484
"X5687"	-0.1837	0.1146	-0.25	-0.0532	-0.0556	0.1512	-0.0698	-0.1429	-0.1111
"X569"	0	NA	-0.0345	-0.1	-0.1053	-0.0357	0	-0.1351	-0.0244
"X5691"	-0.1373	-0.2075	0.0323	-0.2655	0.2267	0.2314	0.0718	-0.1667	-0.1613
"X5698"	0.3603	0.3642	-0.0345	0	-0.0811	0	-0.0204	NA	-0.027
"X570"	-0.1154	-0.0492	-0.1111	-0.0345	NA	-0.0698	-0.0769	-0.0968	0.1414
"X5700"	-0.0357	1	NA	0	0.4667	0	-0.0435	0	0
"X5703"	NA	NA	NA	-0.0256	-0.0811	NA	0	0	NA
"X5705"	-0.1154	-0.1923	-0.12	NA	1	-0.0811	-0.28	0	-0.2258
"X571"	NA	NA	NA	NA	NA	-0.0333	0	-0.0256	0
"X5710"	-0.2638	-0.24	-0.1321	-0.0896	0.5579	-0.0874	0.063	-0.0471	0.0212
"X5712"	NA	-0.0159	NA	NA	NA	0	NA	NA	-0.0857
"X5715"	0.2045	NA	0	NA	0	-0.0811	0	NA	-0.0909
"X5720"	-0.1492	-0.2087	-0.3636	-0.123	0.1064	0.1268	-0.1182	-0.2353	0.3718
"X5724"	-0.1492	-0.3809	-0.4754	-0.0769	-0.2242	0.2551	-0.0836	0.2576	0.16
"X5725"	-0.139	-0.2217	-0.3983	0.5041	0.088	-0.0843	-0.1852	-0.2955	0.088
"X5732"	-0.3182	-0.0934	-0.05	-0.1786	0.5422	0.125	-0.1795	0.1667	-0.1053
"X5734"	0	NA	NA	NA	-0.0244	-0.0182	NA	NA	0
"X5738"	-0.16	-0.1228	-0.2	0	0.0221	-0.0877	-0.0638	-0.123	-0.0857
"X5745"	-0.0385	-0.0333	-0.0714	-0.0811	-0.0323	-0.0556	0	NA	-0.0857
"X5746"	0	NA	NA	-0.0857	NA	NA	NA	-0.027	NA
"X5747"	-0.0357	-0.1034	-0.0345	0	0.234	-0.087	-0.0435	0	-0.0244
"X5749"	NA	-0.1034	-0.0345	-0.0256	0	-0.0189	-0.0233	-0.0526	NA
"X5752"	-0.0182	-0.0741	0	NA	0.5	-0.0638	0	NA	0
"X5756"	NA	0	-0.0714	0	0	NA	NA	-0.027	-0.0556
"X5757"	-0.0545	-0.1636	0.3182	-0.1786	0.3151	-0.0175	-0.0213	0.25	-0.0811
"X5759"	0.3465	-0.1	NA	-0.0286	-0.0769	-0.027	-0.0769	0	-0.0588
"X5761"	0.275	-0.0492	0	NA	0.4684	0.2105	-0.1111	NA	0.6283
"X577"	-0.0247	-0.3333	-0.3043	0.3293	-0.1765	0.2704	-0.1538	-0.1351	-0.2667
"X5770"	-0.335	-0.1636	-0.3636	0.0495	-0.125	0.1429	-0.0732	-0.0552	0.3818
"X5781"	-0.234	-0.2955	0.0323	-0.1579	0.0406	-0.3478	-0.1168	-0.2242	-0.0471
"X5782"	-0.1373	-0.1636	-0.3043	0.3437	-0.0857	0.1892	-0.0286	-0.2121	-0.2593
"X5783"	-0.16	-0.3061	-0.0345	NA	0	-0.0417	-0.1111	NA	-0.0794
"X5785"	-0.1823	-0.3191	-0.2	-0.0734	0.3073	0.0345	-0.1321	0.0357	-0.0256
"X5786"	NA	NA	0	-0.05	0	NA	NA	-0.0286	NA
"X5789"	-0.0545	-0.1636	-0.2	0.0221	-0.1765	0.1935	-0.0698	0.2453	0.1667
"X5792"	NA	0	NA	NA	0.6557	NA	NA	NA	NA
"X58"	0.2314	-0.1071	-0.1321	0.2143	-0.05	0.3034	0.2647	-0.0329	0.25
"X5802"	-0.294	-0.3191	0.2574	-0.1053	-0.2727	-0.2763	-0.104	-0.1667	0.0148
"X5807"	-0.0357	NA	0	NA	NA	0.4775	0	0	-0.0244
"X5809"	-0.0357	-0.069	-0.0345	0.1064	-0.05	0.2791	0.2647	0.2453	0.1064
"X581"	NA	NA	NA	NA	-0.05	NA	NA	NA	NA
"X5813"	NA	NA	0	NA	-0.1111	0	NA	0	0
"X5814"	NA	NA	0	-0.0476	NA	NA	NA	-0.0286	NA
"X5815"	-0.0175	-0.0164	0	-0.1667	-0.0526	0	NA	-0.1875	NA
"X5818"	-0.4216	-0.2318	-0.1345	0.2143	-0.2308	0.234	-0.0638	-0.0628	-0.0734
"X583"	0	0	-0.0714	-0.1	-0.0556	NA	-0.0222	-0.0526	NA
"X5838"	0.0157	-0.1537	-0.1345	-0.0046	-0.0526	-0.1591	0.1406	-0.1429	-0.1111
"X5840"	-0.0943	-0.0323	-0.0345	-0.0233	-0.0526	0.0677	1	-0.0244	-0.0244
"X5841"	NA	NA	NA	0.1732	NA	NA	NA	-0.0556	NA
"X5843"	-0.0331	-0.0756	-0.2162	-0.2511	-0.0329	0.0964	-0.0244	0.3091	0.2
"X585"	-0.1373	-0.2653	-0.0714	-0.0244	-0.1111	-0.0526	-0.1034	-0.0556	-0.0857
"X5850"	-0.0357	-0.0667	0	0	NA	-0.1163	-0.0222	-0.0811	-0.0526
"X5852"	NA	-0.0159	NA	-0.027	-0.027	NA	NA	-0.05	NA
"X5854"	0.275	-0.1636	-0.1111	-0.1111	0	-0.2308	NA	-0.0556	0.3437
"X5859"	0.1018	-0.2549	-0.1538	0	0	0.2542	-0.0909	0	0.4667
"X5860"	-0.1492	-0.2632	-0.1321	0.1969	-0.2986	0.1071	0.5124	-0.0253	0.4865
"X5866"	-0.0175	NA	-0.1538	0.1888	0.2696	NA	NA	0.0212	0
"X5868"	NA	-0.0204	0	-0.1053	-0.027	NA	NA	-0.2	NA
"X5869"	0	0	-0.0714	-0.1282	NA	0	NA	-0.1667	0
"X5870"	0.1168	-0.3913	-0.0714	-0.1111	0.24	0.1519	0.2542	-0.3077	-0.0552
"X5871"	0	NA	NA	0	0.4648	NA	0	0	NA
"X5872"	-0.1281	-0.4545	0.0323	-0.0233	-0.0843	-0.0204	-0.1182	-0.1053	-0.0896
"X5874"	-0.0741	-0.0847	-0.2	-0.0476	0	0.2727	-0.0667	-0.027	-0.0244
"X5876"	-0.0357	-0.0667	-0.1111	0	NA	0.1584	-0.2	-0.1351	-0.0244
"X5885"	0.2676	0.1416	-0.0465	0.1942	0.6452	0.0255	-0.4118	-0.0769	0.3182
"X5886"	0	NA	-0.0345	NA	NA	0	NA	NA	NA
"X5888"	0.1018	-0.0146	0.1589	-0.3253	0.2267	-0.1707	0.4648	0.0521	-0.2
"X5889"	0	NA	NA	-0.0233	0	NA	0	-0.0244	NA
"X5890"	0.1643	-0.428	-0.5	-0.4483	0.088	0.2551	-0.0586	-0.0896	-0.4
"X5893"	-0.0545	-0.0847	-0.0714	0	0	-0.069	-0.0213	-0.0244	0
"X5894"	0.2077	-0.0333	0.3182	NA	NA	0.4286	0	0	NA
"X5895"	NA	NA	NA	-0.0244	0.6545	NA	NA	0	NA
"X5897"	0	NA	0	-0.0244	0.0732	0	-0.0204	0	NA
"X5901"	0.1253	-0.3539	-0.2195	-0.2242	0.0526	0.0802	-0.1468	0.0698	-0.2611
"X5902"	-0.0943	-0.4436	-0.3525	-0.1168	0.0155	0.1772	0.1717	-0.3548	-0.0329
"X5903"	-0.1317	-0.2087	-0.7355	0.2143	0.0217	-0.1505	0.0204	-0.156	0.0795
"X5904"	-0.2151	-0.3061	-0.3043	-0.0732	0.1732	-0.2749	0.1525	-0.1053	-0.2414
"X5908"	-0.1154	-0.28	0.0323	-0.0476	0.0148	-0.3333	-0.2195	-0.0256	-0.0678
"X591"	0	-0.0492	0	NA	0	0	-0.0213	NA	NA
"X5911"	0.2077	-0.1852	0	-0.1892	-0.0769	0.2105	-0.1111	-0.0769	0
"X5913"	0.1831	-0.0847	0	-0.0732	NA	-0.1071	-0.0213	-0.0244	0
"X5915"	0	0	0	NA	NA	NA	NA	NA	0.6538
"X5918"	-0.0741	-0.1228	-0.1538	0	NA	0.1584	-0.0417	-0.0244	-0.0556
"X592"	-0.0357	-0.0164	-0.1111	-0.0811	NA	-0.08	1	-0.1111	0.3333
"X5920"	-0.0175	0	NA	NA	-0.0769	0	-0.0455	NA	-0.0769
"X5924"	NA	NA	NA	0	-0.027	NA	NA	NA	NA
"X5926"	-0.0175	-0.0667	-0.0345	NA	0	-0.037	-0.0204	NA	-0.0556
"X5930"	-0.0741	0.1146	0	-0.2222	-0.1667	-0.0943	-0.0417	-0.05	-0.0526
"X5931"	NA	-0.0667	0	NA	0	0	NA	NA	0
"X5948"	-0.0943	-0.0146	-0.0714	-0.2222	0.4684	0.2996	-0.1111	0.7826	0.6538
"X595"	0	0	NA	-0.0244	-0.0286	NA	NA	NA	0
"X5952"	-0.1154	-0.0031	0.1589	-0.2222	-0.0773	-0.0741	0.2911	-0.0471	0.5
"X5954"	-0.1915	-0.1407	-0.1321	0.2453	0.5663	-0.0732	0.0455	0.1589	0.4375
"X5962"	0.2127	-0.2584	-0.1345	-0.0312	0.0148	-0.0455	0.0964	-0.0286	-0.3146
"X5969"	NA	NA	NA	NA	0.4684	NA	NA	NA	NA
"X597"	-0.0247	-0.1852	0.2105	0.4699	-0.0857	0.2419	-0.0667	-0.05	0.2357
"X5970"	0	-0.0159	NA	0.3182	NA	NA	0	0	NA
"X5971"	0.1329	-0.1852	-0.2	-0.1111	-0.2	0.0217	-0.1111	-0.1765	-0.1351
"X5973"	-0.2151	-0.2955	-0.2397	-0.0233	0.3073	-0.0318	0.0204	-0.3462	0.2766
"X5976"	NA	-0.0159	-0.1111	NA	0	NA	-0.0204	NA	0
"X5979"	NA	NA	NA	NA	-0.0769	NA	NA	NA	NA
"X5983"	NA	NA	NA	-0.0233	0	-0.0333	-0.0213	0	NA
"X5986"	-0.0769	-0.1481	-0.0714	-0.0244	0.6486	0.3541	-0.1163	-0.05	-0.0323
"X5987"	-0.098	0.409	0.0323	0.1667	0.587	0.3578	-0.0732	-0.1515	0.0455
"X5994"	NA	NA	0	0	NA	-0.0417	NA	0	NA
"X5998"	0	-0.037	-0.037	-0.1176	0.618	-0.0667	NA	-0.027	-0.027
"X5999"	-0.0357	-0.0159	-0.0345	-0.1579	-0.0526	0	0	-0.1176	NA
"X6000"	-0.0633	-0.0473	0.1589	-0.0732	-0.0312	0.0217	0.3433	-0.1429	0.4048
"X6001"	-0.3182	-0.2536	-0.3636	-0.2222	-0.0811	0.1333	-0.1538	-0.1818	-0.0678
"X6002"	0	-0.1327	-0.3636	0.4462	0.2727	-0.0663	0.1694	-0.012	0.2969
"X6008"	NA	NA	NA	NA	-0.0526	0	NA	NA	NA
"X6012"	0	0	NA	0	-0.027	NA	NA	-0.05	NA
"X6016"	NA	0	-0.0345	-0.1282	-0.0625	NA	NA	-0.0244	NA
"X6022"	0	-0.0159	0	NA	-0.2353	-0.069	-0.0417	-0.1053	0
"X6023"	0	-0.0323	NA	-0.0476	0	NA	-0.0213	0	0.4648
"X6026"	-0.1317	-0.1272	0.2308	-0.0661	0.0455	0.4043	0.0582	-0.2353	0.1064
"X6027"	-0.2523	-0.5094	-0.0976	-0.1282	0.2696	-0.1382	0.0909	0.1139	0.0256
"X6028"	0.0157	-0.176	-0.1345	0.0148	-0.0628	0.0277	-0.1163	0.1888	0.4299
"X6030"	-0.0476	0.6579	1	NA	NA	NA	NA	NA	0
"X6037"	-0.0357	0.0336	-0.1111	-0.0476	-0.1429	-0.0175	-0.0638	-0.1667	-0.0526
"X6039"	-0.0116	-0.0766	-0.2195	0.0584	0.1346	-0.0256	0.2308	-0.0769	0.1915
"X6042"	0	NA	NA	-0.0732	NA	0	NA	-0.1111	1
"X6043"	-0.0501	0.1542	-0.2	-0.1055	0.1667	-0.2934	0.0129	-0.25	-0.28
"X6051"	NA	NA	NA	NA	-0.0857	NA	NA	NA	NA
"X6053"	NA	NA	NA	NA	NA	NA	NA	1	0
"X6062"	NA	0	NA	0	-0.0526	NA	0	0	NA
"X6063"	0	0	0	0.6557	0	NA	NA	NA	NA
"X6064"	-0.0357	-0.0323	0	NA	NA	-0.0175	-0.0455	NA	0
"X6066"	0.277	-0.1724	-0.4286	-0.0394	0.1064	0.0789	-0.1168	-0.0628	0.0345
"X607"	0.2012	-0.0169	-0.0345	NA	-0.05	0	-0.0769	-0.0244	0
"X6071"	0	NA	NA	NA	-0.0244	NA	NA	NA	NA
"X6072"	0.2045	0.2368	0.4545	NA	1	0.2189	0.2542	1	0.587
"X6075"	-0.0357	-0.1071	-0.1111	0	0.2453	-0.027	-0.0667	-0.027	0
"X6076"	0	0	NA	-0.05	0.6557	NA	0	-0.0256	0
"X6078"	0	NA	0	0	0	NA	-0.0526	0	0
"X6079"	-0.234	0.1146	-0.1111	0.0909	0.1593	-0.1053	0.2969	-0.1613	-0.25
"X608"	-0.2294	-0.2955	-0.3043	-0.1917	0.3496	-0.3539	0.0964	-0.2618	0.0698
"X6083"	-0.0691	0.1165	0.2683	0.3301	0.1628	-0.0253	0.4583	0.2273	0.4706
"X6086"	NA	NA	NA	-0.05	NA	NA	NA	0	NA
"X6087"	-0.2055	-0.1985	0.2683	0.16	-0.0244	0.0802	0.1519	0.083	0.2165
"X6088"	-0.1837	-0.2772	0.4767	-0.1	0.3913	-0.1765	0.1525	-0.05	0.0732
"X6090"	NA	NA	0	-0.0256	-0.0769	NA	0	0	NA
"X6091"	-0.1154	-0.0031	-0.1111	0.3949	-0.0909	0.1064	-0.0667	0.3836	-0.027
"X6095"	-0.1154	-0.1273	-0.25	-0.1429	-0.0968	-0.027	0	-0.027	0.6545
"X6097"	-0.037	-0.0492	-0.0769	-0.0732	1	0	0	-0.0526	NA
"X6100"	-0.0545	-0.0492	-0.0714	-0.0476	NA	-0.1071	0.4737	-0.0244	-0.0857
"X6103"	NA	NA	NA	0	0.4667	NA	NA	0	NA
"X6104"	-0.0741	-0.0492	NA	-0.0256	NA	-0.0385	-0.0417	NA	-0.1429
"X6106"	NA	-0.0333	NA	0	NA	-0.0345	-0.0204	NA	NA
"X6107"	-0.3775	-0.0323	-0.2162	-0.1786	-0.0678	0.0428	0.1429	0.0909	-0.1875
"X6111"	-0.1373	-0.0667	-0.1538	0	NA	-0.0612	-0.0732	-0.0857	-0.0588
"X612"	0	0	0	-0.0769	0.1127	-0.0303	-0.1034	-0.1724	0
"X6129"	NA	NA	0	NA	0	-0.0667	0	NA	NA
"X6133"	-0.1154	-0.1636	0	-0.0476	-0.027	0	0.4684	-0.1429	-0.0968
"X6136"	-0.0116	-0.428	-0.1321	-0.0732	0.6552	-0.2085	-0.0638	-0.3125	-0.3793
"X6137"	-0.0182	-0.0323	-0.0714	0	0	-0.0196	-0.0667	0	NA
"X6141"	-0.2151	-0.28	-0.2	-0.0244	-0.0286	0.2117	-0.1429	-0.0526	-0.2414
"X6143"	NA	NA	0	NA	NA	NA	NA	-0.05	NA
"X6153"	NA	NA	0	-0.0256	NA	NA	NA	-0.2121	NA
"X6156"	-0.0357	-0.0159	-0.0714	-0.0476	NA	-0.0164	NA	NA	0
"X6158"	-0.2188	-0.011	-0.3684	-0.0394	0.1346	0.2754	-0.1765	0.122	-0.2955
"X6160"	-0.0821	-0.0146	-0.25	-0.1786	0.0406	-0.3488	-0.2821	-0.012	-0.1656
"X6162"	0	-0.0323	0	NA	NA	-0.0877	0	NA	0
"X6164"	0.3438	-0.0733	0.134	0.5955	-0.0256	0.1796	-0.0213	0.0909	0.3757
"X6175"	-0.0658	0.1253	-0.2397	-0.2857	0.0732	0.0521	0.0164	0.1915	0.2593
"X6176"	0	-0.0159	-0.0345	-0.0256	-0.027	-0.0169	0	-0.027	-0.0556
"X6179"	NA	-0.0164	NA	0	-0.0909	-0.0345	-0.0435	NA	-0.0286
"X6181"	-0.0357	-0.0333	-0.1111	0	0	NA	0	0	NA
"X6183"	-0.1373	-0.0726	-0.1111	-0.0769	0.2969	-0.1905	-0.2	0.0977	-0.0286
"X6189"	-0.1154	0.2809	-0.1111	0.1732	-0.3103	0.3491	-0.1282	-0.0909	-0.0857
"X6193"	-0.0331	0	-0.6667	0.4027	0.0521	0.0802	-0.3714	-0.123	-0.1
"X6197"	0	NA	0	-0.0244	-0.0625	NA	NA	0	NA
"X6199"	NA	NA	0	0	-0.0909	NA	NA	NA	0
"X6200"	-0.0556	0.3433	-0.125	-0.2222	-0.0909	-0.1915	-0.15	-0.0244	0
"X6204"	NA	NA	NA	NA	-0.0526	NA	NA	NA	NA
"X6207"	0	-0.0159	0.1026	0.8348	NA	0	-0.0526	-0.0625	0
"X6208"	-0.0545	-0.0847	-0.1538	-0.0476	0	0.7883	-0.1628	-0.0244	-0.05
"X621"	-0.16	-0.1736	-0.2	0.0571	-0.0769	-0.1321	0.0291	-0.0896	0.1667
"X6210"	-0.2541	-0.2955	-0.3636	0.1141	0.4684	0.1892	0.2321	0.3226	0.5041
"X6214"	NA	NA	NA	0	-0.1429	NA	NA	-0.0556	NA
"X6215"	0	NA	NA	-0.05	0	NA	0	NA	NA
"X6217"	0.2077	-0.2308	-0.0714	0.0455	-0.1333	-0.25	-0.1111	-0.05	0.1593
"X6218"	-0.2609	-0.0383	-0.25	-0.0732	0.1732	-0.0633	-0.1111	-0.0769	-0.012
"X6224"	0	-0.0909	-0.0435	-0.0588	-0.2593	-0.0233	-0.0625	0	-0.0909
"X6229"	-0.335	-0.2087	0.0297	-0.0532	0.0455	-0.5172	-0.0628	0.0212	-0.0773
"X6230"	NA	NA	1	NA	-0.0556	NA	NA	-0.0811	NA
"X6234"	-0.46	-0.1138	-0.2195	-0.1984	0.0698	0.1818	-0.1511	0.4509	0.1667
"X6235"	NA	NA	NA	NA	-0.0556	0	0	NA	NA
"X6239"	0.1512	-0.0847	-0.1538	-0.027	0.4667	0.5253	-0.1111	-0.0556	-0.1111
"X6240"	-0.0247	-0.1399	0.2105	-0.1	-0.2727	-0.0543	0.0789	-0.2727	0.1732
"X6241"	-0.0175	-0.1228	NA	0	-0.125	-0.0286	-0.0769	-0.0286	-0.0625
"X6243"	-0.2609	-0.2075	-0.2	-0.2571	-0.1111	-0.2917	-0.4118	-0.0769	-0.125
"X6244"	0	-0.0492	NA	0	-0.1053	-0.0175	NA	-0.05	NA
"X6245"	-0.0357	-0.0877	-0.3636	-0.0769	-0.0811	-0.1765	-0.0667	0.1474	-0.1351
"X6246"	NA	NA	NA	-0.0233	NA	NA	NA	-0.027	NA
