Locus,Scaffold,Start_bp,MQ,
16243,LG01,1740974,24,
16244,LG14,11126066,23,
16245,LG16,25444385,42,
16257,LG15,5106779,42,
16259,LG11,1984704,42,
16263,LG20,18762018,42,
16264,LG05,2648628,40,
16287,LG10,6644405,40,
16301,LG11,658168,42,
16303,LG08,8068226,42,
16304,LG07,23391428,42,
16306,LG09,11496894,42,
16312,LG20,7395212,42,
16315,LG03,5317205,40,
16322,LG20,6342613,40,
16323,LG08,7039342,24,
16326,LG20,16348230,24,
16329,LG14,28339523,40,
16333,LG07,28130284,42,
16343,LG12,25008350,24,
16351,LG19,14119097,42,
16354,LG21,330607,40,
16356,LG23,1366855,42,
16364,LG02,20006957,42,
16365,LG19,5824556,42,
16372,LG17,18049574,42,
16374,LG03,14809601,24,
16378,LG16,13115799,42,
16381,LG09,24215786,42,
16385,LG13,897519,40,
16388,LG12,7887608,23,
16389,LG06,23015335,24,
16393,LG23,17396534,24,
16396,LG19,1989696,42,
16398,LG18,1866533,42,
16400,LG12,12168725,42,
16411,LG20,7101125,23,
16412,LG14,11754867,42,
16422,LG18,19293340,40,
16428,LG22,16152862,42,
16438,LG05,3136987,42,
16445,LG04,27429863,40,
16447,LG11,5799886,24,
16452,LG17,8814289,42,
16453,LG21,7542934,40,
16456,LG15,25007035,42,
16457,LG09,16123630,24,
16469,LG22,17875994,42,
16472,LG01,9333028,42,
16479,LG01,20244651,42,
16487,LG23,23083814,42,
16503,LG02,12824738,23,
16505,LG21,7281889,24,
16516,LG21,17403127,42,
16517,LG12,5182938,42,
16518,LG05,9844012,24,
16526,LG07,16602995,40,
16528,LG09,17129440,40,
16542,LG10,12697794,24,
16555,LG06,24965969,42,
16557,LG08,18118588,42,
16558,LG22,16800495,42,
16559,LG19,11077679,40,
16569,LG14,25297263,40,
16574,LG04,17429326,24,
16575,LG13,15783736,42,
16576,LG11,11366771,42,
16580,LG12,23746674,42,
16590,LG16,4737330,42,
16593,LG14,19739720,23,
16594,LG15,8332616,40,
16600,LG01,24873983,42,
16607,LG22,17716650,40,
16609,LG04,26623206,42,
16614,LG19,19855741,42,
16616,LG04,8631864,23,
16617,LG22,9318398,40,
16618,LG03,11263632,42,
16619,LG07,9549503,42,
16620,LG03,14853979,42,
16625,LG06,6638139,42,
16627,LG07,16146679,42,
16635,LG21,2315561,23,
16638,LG07,7317296,40,
16641,LG15,12271767,24,
16654,LG08,6570111,42,
16659,LG05,9941258,40,
16669,LG01,14174929,40,
16671,LG09,13511279,42,
16676,LG08,15826395,42,
16691,LG13,6690394,42,
16695,LG16,20860134,42,
16703,LG15,10839589,24,
16715,LG05,23674257,23,
16737,LG21,9839929,24,
16738,LG16,14444630,42,
16739,LG12,25161246,42,
16748,LG08,12624986,42,
16757,LG16,9260157,42,
16762,LG17,14093139,24,
16764,LG22,17046979,24,
16770,LG14,16132977,42,
16789,LG14,13143754,42,
16790,LG18,16547210,40,
16792,LG04,21518798,40,
16797,LG15,14019956,23,
16798,LG07,9159743,42,
16799,LG06,6641309,42,
16821,LG01,13165745,42,
16826,LG06,1844542,42,
16829,LG21,5322647,42,
16831,LG07,10766070,42,
16835,LG18,441860,42,
16836,LG04,18182664,40,
16846,LG04,20332548,24,
16847,LG16,28129391,23,
16849,LG01,27643625,42,
16853,LG04,32760487,42,
16859,LG07,27406398,42,
16862,LG09,2170302,40,
16869,LG02,19424418,42,
16870,LG08,19037683,42,
16871,LG06,7223365,42,
16874,LG15,24808925,40,
16879,LG12,10828090,22,YT:Z:UU
16885,LG03,7039627,40,
16900,LG10,1401246,42,
16916,LG11,5861024,23,
16922,LG13,11956075,42,
16930,LG03,10591889,40,
16937,LG01,19558030,24,
16944,LG04,18242923,40,
16953,LG16,30396062,24,
16962,LG14,27420218,42,
16973,LG21,9673517,23,
16976,LG11,3948289,23,
16981,LG18,18025337,24,
16988,LG15,14447341,42,
16989,LG09,18792632,42,
16990,LG21,18027796,42,
16997,LG02,18275463,23,
17000,LG13,18710594,40,
17008,LG22,17373161,42,
17014,LG22,9212033,42,
17022,LG19,178221,24,
17025,LG22,10346231,24,
17031,LG01,11481514,40,
17037,LG14,8898567,24,
17044,LG22,18680535,40,
17049,LG12,6410601,23,
17050,LG20,57781,40,
17089,LG18,12170787,40,
17106,LG14,23266336,40,
17108,LG17,10830521,40,
17109,LG11,24432413,42,
17115,LG18,15396856,40,
17117,LG01,26825454,23,
17124,LG01,9866994,42,
17130,LG08,11504924,40,
17134,LG07,25484651,23,
17137,LG02,14491074,24,
17143,LG10,1123397,42,
17161,LG15,8374506,42,
17164,LG09,13518874,40,
17180,LG05,21496009,40,
17199,LG05,11138867,40,
17200,LG05,23403828,42,
17204,LG14,8224760,42,
17210,LG19,14526022,40,
17211,LG11,15734229,26,YT:Z:UU
17221,LG10,18095577,42,
17224,LG02,22910794,40,
17232,GmG20150304_scaffold_4105,39571,40,
17256,LG11,23231087,40,
17272,LG09,5418299,42,
17277,LG06,11955229,42,
17281,LG02,21784955,21,YT:Z:UU
17290,LG11,5133283,42,
17295,LG22,422911,42,
17296,LG18,13681410,40,
17297,LG07,13816684,23,
17314,LG08,4176493,40,
17317,LG20,16006653,42,
17319,LG13,21983304,24,
17330,LG08,12749796,40,
17333,LG18,21708147,24,
17337,LG10,2293227,42,
17346,LG14,10243426,40,
17353,LG05,4960665,23,
17358,LG09,16836771,42,
17368,LG09,23034595,40,
17374,LG01,7490059,40,
17375,LG05,9434798,42,
17384,LG16,30608740,15,YT:Z:UU
17393,LG11,20622260,42,
17400,LG05,9577848,40,
17403,LG14,25735447,24,
17404,LG19,5263616,42,
17415,LG09,16869415,42,
17418,LG03,10568195,42,
17424,LG09,23570799,42,
17427,LG23,20868396,42,
17431,LG14,24906183,40,
17432,LG02,18279914,42,
17435,LG03,11058860,40,
17444,LG10,13900150,23,
17448,LG20,5179074,40,
17453,LG10,11365456,42,
17456,LG02,5475352,42,
17457,LG13,20808114,42,
17464,LG09,15855125,23,
17465,LG12,22709769,42,
17486,LG14,25609276,40,
17511,LG13,7922840,40,
17522,LG12,18432995,42,
17525,LG08,18588474,42,
17527,LG15,6218214,42,
17539,LG16,17439571,42,
17541,LG15,18910824,42,
17551,LG01,18634337,23,
17552,LG18,19097913,40,
17554,GmG20150304_scaffold_9675,43308,40,
17563,LG10,2525130,24,
17567,LG18,20123093,42,
17572,LG06,10569904,40,
17576,LG11,27865746,40,
17596,LG13,8592968,42,
17599,LG19,7627283,23,
17602,LG13,7895154,40,
17616,LG12,567544,42,
17628,LG23,13532692,42,
17633,LG06,17524735,23,
17636,LG09,19813932,40,
17639,LG15,23717326,42,
17640,LG11,11456428,42,
17644,LG02,16980393,40,
17653,LG09,7810779,40,
17659,LG22,20649992,40,
17678,LG17,12103279,42,
17704,LG06,21582742,23,
17710,LG18,5420276,23,
17713,LG23,16133992,42,
17716,LG13,19032356,40,
17729,LG03,6394974,24,
17730,LG03,20255456,40,
17731,GmG20150304_scaffold_6823,448,42,
17732,LG06,22649332,40,
17739,LG09,1859441,11,YT:Z:UU
17740,LG08,17506306,40,
17751,LG01,4438890,42,
17754,LG17,4416887,40,
17755,LG11,8774654,40,
17756,LG14,9041948,42,
17760,LG22,3971952,42,
17763,LG23,8013826,42,
17767,LG15,5655476,40,
17769,LG01,4337363,42,
17777,LG13,14242723,40,
17788,LG03,24256289,42,
17821,LG19,15618729,23,
17837,LG09,10862292,40,
17877,LG22,15177192,40,
17881,LG21,18666046,40,
17884,LG05,2377280,42,
17898,LG07,30646548,23,
17902,LG13,16794929,42,
17904,LG21,11674406,42,
17905,LG12,11760945,42,
17906,LG18,7756444,42,
17920,LG10,18126114,40,
17922,LG06,4206984,42,
17928,LG09,940422,40,
17930,LG23,6275403,42,
17935,LG16,996231,22,YT:Z:UU
17941,LG07,16558451,42,
17946,LG02,20466907,42,
17976,LG21,22263739,42,
17981,LG01,7838870,42,
17993,LG10,18318829,40,
17998,LG18,14957201,42,
17999,LG20,11979714,40,
18000,LG21,21143795,42,
18001,LG02,21499796,42,
18005,LG13,20555399,23,
18006,LG04,3003011,24,
18011,LG17,17024351,42,
18014,LG09,12921061,23,
18016,LG13,9325469,42,
18024,LG04,30646819,42,
18029,LG20,6321729,42,
18030,LG08,12122127,24,
18052,LG05,21652033,42,
18055,LG20,6528477,42,
18063,LG17,3004869,42,
18071,LG14,2164116,40,
18074,LG15,12265668,42,
18076,LG19,20208215,31,YT:Z:UU
18099,LG23,12392304,40,
18100,LG20,16398464,42,
18102,LG05,19537112,24,
18104,LG05,21068822,40,
18112,LG08,21564021,42,
18118,LG10,16955732,24,
18120,LG21,9599148,24,
18137,LG21,11263554,40,
18139,LG20,6483670,24,
18143,LG15,9388991,40,
18156,LG17,18453122,24,
18165,LG20,19627542,24,
18172,LG02,21269594,42,
18177,LG16,4569162,42,
18184,LG02,16247404,40,
18198,LG04,29261238,40,
18204,LG13,15858569,42,
18208,LG19,19636844,24,
18212,LG14,27046053,23,
18214,LG05,20222324,42,
18223,LG07,18222247,42,
18233,LG14,18092119,40,
18238,LG20,23406182,42,
18252,LG09,4316814,40,
18258,LG15,11572183,42,
18267,LG16,22702413,42,
18268,LG03,14489563,42,
18272,LG08,23925830,23,
18276,LG11,2695805,40,
18283,LG02,22522394,42,
18285,LG08,18146474,42,
18295,LG02,9822233,23,
18298,LG19,6989702,24,
18309,LG18,14885471,23,
18314,LG10,19488713,42,
18316,LG10,2953969,40,
18318,LG05,11763208,40,
18324,LG07,28822690,40,
18327,LG15,8332754,42,
18341,LG14,25213836,24,
18344,LG10,2698438,42,
18351,LG14,19952171,42,
18353,LG05,17939943,23,
18355,LG21,19203904,42,
18360,LG16,25267546,42,
18380,LG23,22270144,42,
18384,LG16,23002702,40,
18385,LG03,27850690,24,
18401,LG03,13024108,42,
18402,LG19,19746225,40,
18411,LG07,27371013,42,
18425,LG05,3726806,42,
18426,LG11,23667786,42,
18431,LG01,16147314,40,
18437,LG07,25485765,42,
18456,LG20,3439763,40,
18459,LG13,1656421,42,
18467,LG07,5533332,42,
18471,LG03,7238112,42,
18479,LG16,30500179,42,
18484,LG02,6619151,42,
18488,LG14,24096034,42,
18493,LG13,11037399,42,
18506,LG05,14061386,40,
18526,LG21,8586005,42,
18545,LG15,9445017,24,
18558,GmG20150304_scaffold_9661,71889,22,YT:Z:UU
18559,LG05,2571437,40,
18560,LG12,5655789,40,
18561,LG07,14364606,42,
18565,LG01,7405193,24,
18566,LG18,18862727,42,
18576,LG15,20966393,40,
18577,LG11,3409614,42,
18587,LG01,4757418,42,
18592,LG15,18439657,23,
18597,LG13,3402938,42,
18603,LG12,19916291,40,
18604,LG07,11798014,42,
18608,LG11,2128700,42,
18609,LG11,28764635,23,
18610,LG21,6931925,23,
18611,LG14,25976158,42,
18612,LG01,6367870,24,
18616,LG09,4112679,42,
18617,LG05,12258767,23,
18621,LG19,10009009,42,
18626,LG14,4323141,42,
18634,LG03,19837173,40,
18636,LG21,2323543,42,
18637,LG15,21587556,23,
18642,LG11,15974041,42,
18645,LG11,28052379,42,
18646,LG13,19936382,40,
18654,LG03,25242634,24,
18657,LG14,13877909,23,
18662,LG18,15121636,42,
18674,LG21,5738364,40,
18676,LG01,5987353,40,
18682,LG20,16370607,40,
18688,LG09,23543980,24,
18698,LG07,27844528,42,
18702,LG13,1620504,42,
18707,LG03,24955295,40,
18713,LG13,16077150,42,
18717,LG21,1354656,40,
18731,LG07,5397635,40,
18737,LG04,9203887,42,
18748,LG09,10689153,42,
18757,LG13,19922699,23,
18771,LG17,2906267,24,
18785,LG02,8966273,42,
18790,LG08,13184542,40,
18800,LG03,10767637,42,
18803,LG17,12580317,24,
18804,LG10,4739323,23,
18811,LG13,2581138,42,
18814,LG09,2755814,42,
18816,LG03,5484296,42,
18826,LG20,14237316,42,
18829,LG06,16872052,40,
18830,LG07,30220176,24,
18833,LG16,30927774,24,
18834,LG14,25297401,42,
18841,LG06,22609209,23,
18850,LG11,14782468,40,
18851,LG21,15673020,42,
18875,LG12,26071121,23,
18887,LG18,17677192,42,
18892,GmG20150304_scaffold_9543,391990,24,
18908,LG21,13308395,40,
18910,LG18,11863017,42,
18920,LG13,372107,25,YT:Z:UU
18932,LG16,4031997,42,
18939,LG16,12694138,24,
18943,LG06,18194013,42,
18944,LG07,29036896,42,
18948,LG07,8476389,40,
18969,LG02,20048778,42,
18979,LG13,5343568,42,
18980,LG04,23767465,40,
18997,LG13,6621129,42,
19002,LG20,9543932,40,
19010,LG11,22415326,42,
19018,LG21,20367873,42,
19019,LG14,5180687,42,
19021,LG19,15245848,42,
19038,LG18,11306469,42,
19045,LG03,28646683,23,
19046,LG19,12150233,42,
19058,LG07,21748766,24,
19064,LG08,20586998,40,
19071,LG07,12458616,42,
19078,LG07,22744080,24,
19079,LG12,12170113,42,
19080,LG01,13543599,42,
19082,LG04,15786013,42,
19084,LG14,7840801,42,
19092,LG11,9699652,40,
19121,LG20,13703381,23,
19131,LG23,13992324,42,
19141,LG23,15581959,42,
19144,LG13,2758136,42,
19147,LG11,19585086,23,
19148,LG07,19665494,24,
19159,LG04,7277564,42,
19172,LG05,6888062,40,
19181,LG11,1507333,31,YT:Z:UU
19183,LG21,15631578,24,
19189,LG04,16283508,42,
19192,LG09,1214999,42,
19201,LG17,5301579,42,
19208,LG18,7354836,40,
19211,LG16,4413742,23,
19213,LG05,19867310,42,
19216,LG19,20235765,42,
19219,LG08,2378981,26,YT:Z:UU
19221,LG16,10083819,40,
19254,LG04,26950572,42,
19255,LG16,15751093,42,
19260,LG07,18504536,42,
19269,LG20,22383853,23,
19298,LG11,5432374,42,
19308,LG12,9597045,40,
19310,LG08,14072615,42,
19317,LG15,14387720,42,
19318,LG07,11913028,42,
19323,LG15,18510235,40,
19327,LG03,29148985,40,
19342,LG06,10021559,40,
19365,LG22,21136687,42,
19368,LG04,28486605,42,
19373,LG06,12932641,23,
19389,LG15,4806056,24,
19398,LG16,17209020,23,
19408,LG13,15343605,42,
19409,LG04,15803187,42,
19412,LG14,4301333,23,
19420,LG09,23628858,42,
19422,LG14,27100953,40,
19430,LG16,14766667,24,
19433,LG10,12658486,40,
19434,LG22,10123107,24,
19435,LG23,19876900,42,
19437,LG16,27127755,40,
19446,LG14,12849090,42,
19453,LG06,7734851,23,
19465,LG23,18216664,42,
19467,LG09,24359231,24,
19468,LG05,10109071,40,
19469,LG16,8450027,42,
19472,LG14,5442285,40,
19473,LG18,8104061,42,
19478,LG06,176640,42,
19484,LG13,10076887,42,
19486,LG01,15036367,24,
19489,LG13,1498148,24,
19490,LG11,18447554,40,
19493,LG04,33677836,23,
19498,LG03,28122202,42,
19503,LG06,9913232,40,
19505,LG04,13867241,40,
19506,LG21,3661521,24,
19508,LG04,25712430,42,
19512,LG07,24305226,42,
19513,LG04,25049660,42,
19516,LG02,1363139,23,
19519,LG18,18338905,42,
19521,LG22,20119694,24,
19524,LG19,2472162,23,
19525,LG23,7220399,23,
19530,LG13,4648135,42,
19534,LG04,10055061,42,
19543,LG07,21773009,42,
19544,LG13,17432330,42,
19562,LG20,16786410,42,
19563,LG20,1655611,23,
19565,LG03,8258749,42,
19567,LG01,15949651,42,
19573,LG16,20859996,42,
19575,LG05,10533528,40,
19581,LG20,19669379,42,
19582,LG04,27430088,42,
19584,LG22,7133742,40,
19590,LG07,29864421,42,
19595,LG04,17092489,24,
19597,LG13,23629639,42,
19599,LG19,9435463,23,
19602,LG16,31033680,42,
19603,LG12,29713,42,
19613,LG11,1799724,23,
19615,LG12,3462995,42,
19620,LG15,4081259,40,
19637,LG07,25607165,36,YT:Z:UU
19648,LG20,18324743,40,
19657,LG16,24628893,42,
19664,LG22,19100839,23,
19675,LG09,22425880,40,
19677,LG05,21988497,42,
19686,LG22,20918531,24,
19689,LG11,24512227,42,
19702,LG14,8805051,42,
19717,LG05,14027035,42,
19726,LG09,3659037,42,
19735,LG16,24136036,42,
19737,LG18,17533776,42,
19738,LG06,24374929,42,
19742,LG11,20553220,40,
19746,LG15,7306026,40,
19760,LG05,6497258,42,
19761,LG20,4734790,42,
19762,LG04,7824001,42,
19765,LG07,10311195,42,
19783,LG05,21122297,40,
19786,LG02,11371628,24,
19791,LG16,11778464,42,
19793,LG07,13217969,40,
19795,LG22,10748992,40,
19796,LG16,2445114,42,
19798,LG06,23946688,24,
19799,LG22,7682050,42,
19801,LG07,5317019,40,
19806,LG04,27750054,42,
19808,LG15,13047804,40,
19821,LG03,25668374,15,YT:Z:UU
19829,LG03,21567636,40,
19832,LG07,16298020,42,
19836,LG19,15079119,24,
19838,LG07,12804442,42,
19839,LG04,8109157,23,
19841,LG01,27684673,23,
19844,LG19,5790293,42,
19848,LG16,19918844,42,
19852,LG09,2507199,42,
19855,LG16,8921702,42,
19862,LG21,5502111,42,
19865,LG07,8714034,40,
19873,LG21,3250970,42,
19876,LG15,8724671,42,
19881,LG16,27618250,42,
19888,LG23,15248761,42,
19889,LG01,8160400,42,
19900,LG02,3848091,39,YT:Z:UU
19902,LG02,19225949,42,
19912,LG14,4749394,42,
19920,LG06,7818590,42,
19932,LG18,5099927,24,
19934,LG16,6738314,42,
19936,GmG20150304_scaffold_5186,26735,24,
19942,LG20,23244706,24,
19944,LG10,6899152,40,
19950,LG07,11131052,42,
19956,LG06,11541835,42,
19961,LG09,8430585,40,
19967,LG05,2974827,40,
19968,LG23,18948547,42,
19969,LG01,11984309,42,
19972,LG03,20212582,42,
19978,LG15,22198330,42,
19991,LG07,11931427,42,
19995,LG11,22294272,24,
19997,LG20,13225577,40,
19998,LG16,30845509,42,
20000,LG09,13594845,40,
20017,LG21,15905567,42,
20027,LG13,23508293,42,
20031,LG07,26317214,42,
20038,LG15,20897364,40,
20048,LG01,15450376,42,
20052,LG09,9361158,42,
20053,LG09,4436715,40,
20054,LG05,5671224,24,
20059,LG14,7233848,24,
20062,LG04,16801618,42,
20064,LG10,3352291,40,
20066,LG03,10592027,40,
20068,LG16,11890175,23,
20070,LG05,23975072,42,
20079,LG07,27066087,24,
20080,LG08,23906113,40,
20082,LG06,3568192,42,
20084,LG12,7637775,42,
20086,LG08,15110370,42,
20095,LG13,20742910,42,
20107,LG13,2581000,42,
20118,LG01,6675652,42,
20119,LG21,3588758,42,
20120,LG11,10174407,42,
20122,LG09,10682779,40,
20135,LG01,1717766,42,
20139,LG14,2567280,24,
20144,LG07,19617055,40,
20147,LG12,9034392,23,
20174,LG12,25184524,23,
20190,LG04,6920712,23,
20196,LG15,24371293,24,
20197,LG08,18741841,42,
20200,LG17,15940702,40,
20203,LG07,12288262,40,
20208,LG09,7053493,42,
20209,LG21,6585465,42,
20216,LG03,6721723,42,
20224,LG15,8329324,42,
20235,LG15,24681915,42,
20236,LG10,19404682,40,
20247,LG06,21284522,42,
20248,LG23,5701897,42,
20252,LG09,4094091,40,
20256,LG15,7527089,40,
20258,LG14,18278527,42,
20272,LG16,25039977,42,
20273,LG16,28528594,42,
20277,LG15,19751967,40,
20280,LG20,11683335,42,
20298,LG09,13322299,42,
20300,LG09,13353531,23,
20301,LG07,21131169,23,
20309,LG08,5661192,40,
20325,LG10,15711363,42,
20349,LG11,20186470,42,
20352,LG13,24709304,23,
20354,LG22,5347094,40,
20370,LG09,3779676,24,
20378,LG22,17334148,40,
20380,LG15,25544457,42,
20381,LG11,5435600,42,
20382,LG12,4069125,42,
20385,LG11,16390533,42,
20387,LG02,22029483,40,
20398,LG10,4739467,24,
20409,LG20,15135528,40,
20415,LG16,20463948,23,
20424,LG11,11631415,42,
20428,LG09,6147888,40,
20431,LG08,16555297,42,
20435,LG20,5949023,23,
20440,LG18,16900903,23,
20443,LG18,17577750,42,
20445,LG21,13077596,24,
20450,GmG20150304_scaffold_7527,6879,22,YT:Z:UU
20454,LG22,6014707,23,
20476,LG11,20524958,42,
20479,LG09,4770443,42,
20480,LG10,20217965,42,
20483,LG15,1930739,40,
20504,LG22,9693815,23,
20507,LG10,8516939,24,
20520,LG09,1928001,22,YT:Z:UU
20530,LG03,23741793,40,
20539,LG06,22649196,40,
20542,LG10,9278976,40,
20559,LG07,4691352,42,
20560,LG06,22196585,40,
20564,LG03,5797521,40,
20565,LG19,16627080,40,
20574,LG20,15236241,40,
20580,LG01,6556695,42,
20586,LG21,20391581,42,
20588,LG04,22662808,40,
20591,LG05,16180014,42,
20611,LG19,1644673,24,
20613,LG11,852807,40,
20615,LG16,17633025,40,
20626,LG03,20363142,23,
20634,LG11,2991166,42,
20639,LG01,15986300,42,
20644,LG20,1254563,42,
20645,LG14,22877346,42,
20658,LG11,16819948,42,
20668,LG17,2257137,42,
20669,LG13,19539646,24,
20674,LG16,18669357,42,
20679,LG21,19991120,40,
20697,LG14,21695301,42,
20700,LG20,21827787,40,
20725,LG18,15567732,42,
20728,LG06,25031965,23,
20737,LG09,7105359,42,
20739,LG16,23400720,24,
20747,LG09,18024876,24,
20748,LG23,20456302,42,
20750,LG08,24761872,42,
20757,LG01,21975624,24,
20761,LG01,14832568,40,
20765,LG04,8724903,23,
20769,LG14,10086295,42,
20781,LG16,27372810,42,
20790,LG07,9539792,23,
20795,LG08,17350814,42,
20801,LG22,11444989,24,
20814,LG17,8377567,42,
20816,LG21,9696279,42,
20824,LG16,12700943,42,
20843,LG20,6929490,40,
20844,LG03,7275254,23,
20851,LG08,10469627,24,
20852,LG07,29036217,42,
20860,LG06,3660867,23,
20861,LG18,1936120,11,YT:Z:UU
20862,LG10,4550516,23,
20870,LG07,15224400,24,
20873,LG23,2054371,42,
20875,LG18,19530367,24,
20883,LG13,21784563,40,
20884,LG10,7779948,42,
20895,LG14,2137806,42,
20898,LG12,21340188,40,
20901,LG20,9415806,39,YT:Z:UU
20908,LG14,5603751,42,
20912,LG05,2375291,23,
20913,LG18,7551390,42,
20914,LG11,12688390,42,
20918,LG02,1726085,23,
20928,LG20,8139685,42,
20936,LG21,22125003,40,
20938,LG14,10097774,42,
20942,LG23,14033295,24,
20943,LG11,11847676,40,
20947,LG22,6008105,24,
20959,LG15,20577538,42,
20967,LG07,6489969,40,
20976,LG21,21930497,40,
20990,LG10,2836942,40,
20992,LG07,15564053,40,
20995,LG01,23148659,23,
20998,LG10,18670124,42,
20999,LG08,19945320,42,
21014,LG16,30851860,42,
21026,LG07,18657038,40,
21032,LG13,11194588,25,YT:Z:UU
21038,LG07,29591286,23,
21046,GmG20150304_scaffold_7973,142208,33,YT:Z:UU
21051,LG01,16279987,42,
21055,LG18,1893618,24,
21066,LG01,19279056,24,
21072,LG06,12027652,40,
21074,LG10,4306893,42,
21076,LG02,17465340,42,
21082,LG22,11180917,42,
21085,LG01,18608137,40,
21089,LG04,23376481,42,
21108,LG22,11222389,42,
21120,LG18,13692097,42,
21128,LG15,25412680,24,
21133,LG04,4559598,42,
21140,LG13,1622314,42,
21148,LG19,12047075,42,
21158,LG07,1150876,23,
21159,LG23,16868146,40,
21163,LG23,3853344,40,
21167,LG23,7717161,24,
21217,LG02,1393557,40,
21220,LG18,13679171,23,
21226,LG23,1656349,24,
21259,LG07,22340068,42,
21265,LG14,2687638,42,
21267,LG20,406647,24,
21269,LG16,10185107,40,
21278,LG16,4288722,12,YT:Z:UU
21285,LG07,17494008,23,
21295,LG16,30096612,40,
21304,LG17,16498976,40,
21308,LG23,688438,42,
21310,LG16,3984009,24,
21315,LG20,12477427,42,
21319,LG02,19082531,42,
21323,LG18,13681272,40,
21336,LG07,10311333,40,
21343,LG22,19950044,23,
21365,LG04,15238316,42,
21366,LG04,1119195,42,
21369,LG22,3471176,24,
21399,LG20,19010849,42,
21406,LG05,10067124,24,
21407,LG02,15916832,40,
21412,LG01,6834192,42,
21416,LG12,15592705,40,
21420,LG22,8819750,24,
21424,LG23,10287740,40,
21426,LG03,8762019,42,
21428,LG16,20853530,42,
21440,LG13,8334192,42,
21443,LG22,9371171,23,
21453,LG07,22086439,23,
21454,LG18,11495402,40,
21457,LG04,23260909,42,
21464,LG14,24609889,42,
21473,LG11,16226661,23,
21483,LG04,23948034,42,
21504,LG20,9980366,42,
21507,GmG20150304_scaffold_9243,6237,40,
21512,LG03,14596251,42,
21515,LG10,5627872,23,
21521,LG01,6249994,40,
21523,LG05,7791844,42,
21525,LG12,5092083,24,
21529,LG12,27218138,40,
21552,LG01,23247885,24,
21558,LG15,17133499,40,
21559,LG13,1481646,42,
21561,LG17,2604568,42,
21564,LG05,2715217,24,
21570,LG05,3283366,42,
21576,LG15,16327975,39,YT:Z:UU
21581,LG19,11606651,40,
21584,LG13,15704684,40,
21588,LG22,4660372,40,
21589,LG23,2294718,23,
21591,LG23,14763187,42,
21602,LG08,7391930,40,
21629,LG19,17737033,23,
21632,LG02,6236208,14,YT:Z:UU
21644,LG14,20409120,40,
21646,LG18,8787872,40,
21650,LG03,8422592,24,
21661,LG04,17429463,24,
21671,LG11,15973904,24,
21672,LG16,26563582,40,
21677,LG10,7409960,40,
21682,LG20,4749422,40,
21685,LG13,17500687,42,
21692,LG02,12425973,42,
21694,LG05,17853104,40,
21711,LG20,20067314,23,
21718,LG22,4266942,23,
21721,LG10,3784117,42,
21730,LG06,1998069,40,
21731,LG18,8628050,42,
21733,LG06,17151219,40,
21734,LG04,714171,24,
21738,LG18,11495264,42,
21741,LG19,4115483,40,
21745,LG12,8910514,40,
21748,LG03,15388131,40,
21750,LG13,14927340,40,
21752,LG12,18751889,42,
21760,LG21,3882419,42,
21761,LG17,945002,42,
21765,LG21,14431944,40,
21768,LG02,3422948,24,
21771,LG08,24757791,42,
21773,LG20,11246101,40,
21776,LG19,3310600,42,
21784,LG18,20568942,40,
21793,LG17,4461791,11,YT:Z:UU
21795,LG11,21940257,40,
21796,LG20,17034273,42,
21800,LG18,12393921,42,
21806,LG11,15494590,24,
21810,LG17,7022931,40,
21817,LG15,10813542,42,
21818,LG06,2385195,14,YT:Z:UU
21824,LG03,11263494,42,
21830,LG04,8999889,40,
21833,LG03,24988405,40,
21838,LG08,8301243,42,
21846,LG04,23948172,24,
21852,LG17,7614233,42,
21869,LG14,20304144,42,
21876,LG21,18335352,42,
21877,LG20,4347636,40,
21884,LG16,24797421,23,
21890,LG15,16462712,40,
21897,LG10,9917591,42,
21912,LG01,8434430,42,
21919,LG20,18502753,40,
21921,LG18,22515989,42,
21923,LG05,22269605,24,
21930,LG19,16328617,23,
21933,LG16,7683509,40,
21934,LG03,24732401,42,
21938,LG14,3485770,24,
21943,LG13,20868993,42,
21948,LG11,26491662,24,
21959,LG20,5077123,40,
21966,LG13,15805050,42,
21980,LG17,2334993,24,
21983,LG07,30605492,42,
21987,LG18,8212545,42,
21988,LG01,13348467,42,
21989,LG06,237770,42,
21992,LG22,4424905,23,
21998,LG11,3715021,42,
22003,LG22,16211875,42,
22007,LG08,10423892,42,
22009,LG09,18413011,40,
22012,LG14,26420593,23,
22020,LG15,14295592,40,
22023,LG10,10119216,42,
22025,LG11,4350264,42,
22028,LG08,5415703,40,
22029,LG21,9840067,23,
22033,LG11,10580461,42,
22038,LG16,25656795,42,
22039,LG02,19178339,40,
22041,LG10,19111959,42,
22044,LG19,9627794,40,
22045,LG23,3884541,40,
22046,LG20,20056945,24,
22048,LG21,6057206,40,
22050,LG08,6744456,23,
22062,LG09,23542225,24,
22064,LG11,4244642,23,
22067,LG18,7740988,42,
22074,LG06,4104193,42,
22078,LG22,6027739,42,
22083,LG16,28847367,26,YT:Z:UU
22084,LG08,24547395,40,
22089,LG05,16524748,40,
22091,LG10,22001048,23,
22107,LG06,8702048,42,
22114,LG07,6942888,42,
22120,LG07,9932854,24,
22126,LG02,18131841,40,
22137,LG23,8604170,24,
22138,LG03,6928885,40,
22153,LG06,5400756,42,
22162,LG09,25086540,42,
22163,LG22,1344348,42,
22166,LG20,5234959,40,
22167,LG07,1151010,42,
